param_value,repeat,random_seed,train_accuracy,train_balanced_accuracy,train_precision,train_recall,train_f1,test_accuracy,test_balanced_accuracy,test_precision,test_recall,test_f1
0.01,2.0,43.0,0.8998750000000001,0.5,0.0,0.0,0.0,0.9,0.5,0.0,0.0,0.0
0.05,2.0,43.0,0.8998750000000001,0.5,0.0,0.0,0.0,0.9,0.5,0.0,0.0,0.0
0.1,2.0,43.0,0.8998750000000001,0.5,0.0,0.0,0.0,0.9,0.5,0.0,0.0,0.0
0.2,2.0,43.0,0.9,0.5006242197253433,1.0,0.0012484394506866417,0.0024937655860349127,0.9,0.5,0.0,0.0,0.0
