task,run_id,param_name,param_value,train_metric,test_metric,epochs,learning_rate,batch_size,hidden_layers,hidden_units
regression_years,1778524970_0,hidden_layer_sizes,[8],191.27966677019427,205.2897746294666,100,0.01,32,1,8
regression_years,1778524970_1,hidden_layer_sizes,[8],188.511549324719,206.00985687403687,100,0.01,32,1,8
regression_years,1778524970_2,hidden_layer_sizes,[8],191.16246400583873,201.67978349106608,100,0.01,32,1,8
regression_years,1778524970_0,hidden_layer_sizes,"[16, 8]",188.14099215372082,204.55536789728316,100,0.01,32,2,16-8
regression_years,1778524970_1,hidden_layer_sizes,"[16, 8]",194.81409619432006,200.4614184727018,100,0.01,32,2,16-8
regression_years,1778524970_2,hidden_layer_sizes,"[16, 8]",191.00209289525657,203.8376451166034,100,0.01,32,2,16-8
regression_years,1778524970_0,hidden_layer_sizes,"[32, 16]",191.8379410631451,202.35699409632397,100,0.01,32,2,32-16
regression_years,1778524970_1,hidden_layer_sizes,"[32, 16]",180.70818454616267,226.03432848287252,100,0.01,32,2,32-16
regression_years,1778524970_2,hidden_layer_sizes,"[32, 16]",175.691808117054,213.88450298407673,100,0.01,32,2,32-16
regression_years,1778524970_0,hidden_layer_sizes,"[32, 16, 8]",197.14515407875186,199.96116869278316,100,0.01,32,3,32-16-8
regression_years,1778524970_1,hidden_layer_sizes,"[32, 16, 8]",196.96856819373562,199.7454786697366,100,0.01,32,3,32-16-8
regression_years,1778524970_2,hidden_layer_sizes,"[32, 16, 8]",196.9673492629206,199.74480109092673,100,0.01,32,3,32-16-8
regression_years,1778525034_0,epochs,10,196.88333623509692,199.7644937101989,10,0.01,32,2,16-8
regression_years,1778525034_1,epochs,10,196.97775492842607,199.75145238001588,10,0.01,32,2,16-8
regression_years,1778525034_2,epochs,10,196.1382476189566,200.0300713159138,10,0.01,32,2,16-8
regression_years,1778525034_0,epochs,50,191.00406328490573,200.11344396137505,50,0.01,32,2,16-8
regression_years,1778525034_1,epochs,50,195.7708961251055,200.09259077633166,50,0.01,32,2,16-8
regression_years,1778525034_2,epochs,50,190.98354741342825,203.61420896336278,50,0.01,32,2,16-8
regression_years,1778525034_0,epochs,100,188.14099215372082,204.55536789728316,100,0.01,32,2,16-8
regression_years,1778525034_1,epochs,100,194.81409619432006,200.4614184727018,100,0.01,32,2,16-8
regression_years,1778525034_2,epochs,100,191.00209289525657,203.8376451166034,100,0.01,32,2,16-8
regression_years,1778525034_0,epochs,200,185.1237060290346,206.57336685883956,200,0.01,32,2,16-8
regression_years,1778525034_1,epochs,200,194.23341620223655,204.78186667130578,200,0.01,32,2,16-8
regression_years,1778525034_2,epochs,200,188.71298731112347,205.34040189984583,200,0.01,32,2,16-8
regression_years,1778525100_0,batch_size,16,195.74962052571775,200.52059573244483,100,0.01,16,2,16-8
regression_years,1778525100_1,batch_size,16,196.96265944165924,199.74745962419448,100,0.01,16,2,16-8
regression_years,1778525100_2,batch_size,16,194.97989262555632,202.34526559378713,100,0.01,16,2,16-8
